,lst
12963,17482
12964,12355
12965,5873
12966,17421
12967,4899
12968,16992
12969,15463
12970,8850
12971,14939
12972,13361
12973,13268
12974,17355
12975,11156
12976,18175
12977,18135
12978,10540
12979,10545
12980,11338
12981,14397
12982,8402
12983,9392
12984,16928
12985,19178
12986,18893
12987,11281
12988,5120
12989,18881
12990,10132
12991,13061
12992,7545
12993,4288
12994,10434
12995,1692
12996,19385
12997,13020
12998,16343
12999,1759
13000,17517
13001,7014
13002,16149
13003,13364
13004,10112
13005,525
13006,19369
13007,16244
13008,18427
13009,4419
13010,4221
13011,19078
13012,15814
13013,6461
13014,5350
13015,3624
13016,15434
13017,16510
13018,5401
13019,2461
13020,7559
13021,13925
13022,14235
13023,17890
13024,10922
13025,16496
13026,17352
13027,6982
13028,3815
13029,13735
13030,18205
13031,18031
13032,5079
13033,16382
13034,16844
13035,3482
13036,17226
13037,13968
13038,18595
13039,14976
13040,4510
13041,19683
13042,5160
13043,9264
13044,19625
13045,11051
13046,12248
13047,4023
13048,7376
13049,14593
13050,2316
13051,2772
13052,946
13053,5493
13054,12835
13055,18392
13056,10732
13057,17408
13058,13725
13059,9995
13060,13039
13061,7756
13062,14157
13063,13780
13064,17929
13065,2044
13066,10364
13067,17729
13068,16281
13069,4449
13070,10015
13071,14962
13072,307
13073,11097
13074,11084
13075,157
13076,422
13077,19633
13078,15370
13079,9949
13080,9088
13081,13515
13082,17105
13083,3979
13084,10317
13085,16307
13086,10723
13087,170
13088,15164
13089,11161
13090,10957
13091,17245
13092,8951
13093,8044
13094,6246
13095,6613
13096,833
13097,3637
13098,6351
13099,12667
13100,18083
13101,5138
13102,2561
13103,7015
13104,17128
13105,4231
13106,2276
13107,4741
13108,6926
13109,19878
13110,8033
13111,1301
13112,2942
13113,11117
13114,11236
13115,18376
13116,3426
13117,14121
13118,19027
13119,6150
13120,2478
13121,2349
13122,7165
13123,14526
13124,16660
13125,18934
13126,18958
13127,10701
13128,2981
13129,3460
13130,11674
13131,321
13132,12342
13133,12846
13134,1128
13135,15297
13136,2727
13137,18361
13138,8088
13139,5068
13140,13380
13141,3632
13142,4476
13143,4937
13144,7456
13145,8790
13146,4306
13147,11310
13148,5645
13149,6925
13150,2343
13151,6383
13152,5174
13153,14108
13154,19199
13155,7978
13156,19613
13157,5253
13158,11959
13159,303
13160,9036
13161,5013
13162,2196
13163,13706
13164,6172
13165,8162
13166,16251
13167,4331
13168,16237
13169,16955
13170,2007
13171,18596
13172,18786
13173,19642
13174,18477
13175,681
13176,8939
13177,7836
13178,7720
13179,8216
13180,17715
13181,1353
13182,15644
13183,635
13184,17679
13185,14347
13186,2148
13187,8642
13188,10669
13189,16776
13190,12809
13191,5878
13192,9512
13193,11129
13194,13510
13195,13557
13196,1464
13197,3373
13198,14067
13199,13759
13200,13703
13201,14219
13202,19092
13203,154
13204,16081
13205,2493
13206,3886
13207,7395
13208,16190
13209,7111
13210,16923
13211,14440
13212,18280
13213,11694
13214,12209
13215,18914
13216,15868
13217,8499
13218,11041
13219,10943
13220,16773
13221,11935
13222,3043
13223,2928
13224,13617
13225,256
13226,15027
13227,15051
13228,6863
13229,5610
13230,17661
13231,16532
13232,9688
13233,11743
13234,11826
13235,936
13236,9549
13237,5602
13238,18073
13239,14799
13240,10186
13241,9335
13242,12515
13243,6996
13244,7255
13245,28
13246,5543
13247,17640
13248,14201
13249,7227
13250,11112
13251,14682
13252,2938
13253,10293
13254,13607
13255,2060
13256,12221
13257,4387
13258,6038
13259,16730
13260,8057
13261,6402
13262,14009
13263,8856
13264,4631
13265,11560
13266,7879
13267,2416
13268,16577
13269,15014
13270,9732
13271,2692
13272,16591
13273,7672
13274,12828
13275,2383
13276,13536
13277,13551
13278,17584
13279,10089
13280,6240
13281,9602
13282,7450
13283,7636
13284,19671
13285,16098
13286,164
13287,8296
13288,1850
13289,2554
13290,7003
13291,19052
13292,9174
13293,13728
13294,14174
13295,11147
13296,19646
13297,17706
13298,19622
13299,1552
13300,16025
13301,6744
13302,534
13303,4099
13304,620
13305,945
13306,15129
13307,209
13308,5310
13309,17799
13310,1462
13311,13259
13312,14864
13313,5680
13314,5704
13315,2851
13316,14156
13317,6009
13318,12741
13319,16593
13320,1367
13321,3072
13322,19776
13323,11259
13324,9960
13325,14928
13326,15918
13327,8031
13328,10326
13329,5646
13330,11756
13331,8746
13332,14974
13333,4390
13334,18645
13335,776
13336,2783
13337,12869
13338,13884
13339,12528
13340,8500
13341,1291
13342,4512
13343,10368
13344,3712
13345,3546
13346,18445
13347,16006
13348,2846
13349,5561
13350,15373
13351,8293
13352,3877
13353,16387
13354,10585
13355,11849
13356,7600
13357,15665
13358,14263
13359,2381
13360,13341
13361,14592
13362,118
13363,4621
13364,12481
13365,12183
13366,19575
13367,1594
13368,6362
13369,18183
13370,9441
13371,14675
13372,1359
13373,7342
13374,11489
13375,13116
13376,7956
13377,14258
13378,19679
13379,5456
13380,16059
13381,16086
13382,15232
13383,1344
13384,14350
13385,15109
13386,8789
13387,1398
13388,15015
13389,4838
13390,12634
13391,8913
13392,13188
13393,19018
13394,2666
13395,14430
13396,11746
13397,13462
13398,7334
13399,8283
13400,13745
13401,5213
13402,1668
13403,19172
13404,29
13405,14405
13406,11053
13407,13634
13408,4111
13409,7807
13410,17793
13411,14433
13412,14082
13413,19931
13414,12776
13415,11090
13416,18078
13417,11023
13418,1864
13419,12142
13420,3191
13421,19666
13422,14244
13423,19968
13424,7498
13425,16222
13426,14743
13427,9994
13428,18768
13429,1846
13430,18499
13431,2020
13432,18812
13433,531
13434,9543
13435,7251
13436,4586
13437,17131
13438,8229
13439,12791
13440,13532
13441,19038
13442,18874
13443,15462
13444,11585
13445,11631
13446,11669
13447,8158
13448,9290
13449,11157
13450,18490
13451,17178
13452,11977
13453,11370
13454,8083
13455,16694
13456,17326
13457,9184
13458,11734
13459,1133
13460,11213
13461,7997
13462,9503
13463,12829
13464,835
13465,11127
13466,929
13467,16533
13468,5541
13469,7270
13470,798
13471,1765
13472,10143
13473,7609
13474,3729
13475,14078
13476,19221
13477,5923
13478,19263
13479,10856
13480,15988
13481,6320
13482,1259
13483,11804
13484,12022
13485,6686
13486,17292
13487,2490
13488,117
13489,6231
13490,14752
13491,16156
13492,17329
13493,11359
13494,18333
13495,8089
13496,5807
13497,7827
13498,8065
13499,974
13500,16818
13501,18271
13502,11532
13503,8828
13504,8096
13505,18963
13506,9068
13507,19247
13508,7326
13509,11778
13510,16688
13511,9328
13512,1285
13513,14242
13514,6336
13515,2099
13516,12413
13517,4863
13518,6045
13519,6356
13520,15026
13521,5487
13522,18454
13523,477
13524,10779
13525,17462
13526,7011
13527,6205
13528,19198
13529,19150
13530,12931
13531,5893
13532,17548
13533,8733
13534,5939
13535,2705
13536,4397
13537,612
13538,14039
13539,1145
13540,5903
13541,5547
13542,17095
13543,8391
13544,17199
13545,13868
13546,14057
13547,6107
13548,13166
13549,16676
13550,14031
13551,12593
13552,19282
13553,3088
13554,5809
13555,12261
13556,5949
13557,19926
13558,10256
13559,16794
13560,19548
13561,19030
13562,15561
13563,19076
13564,6622
13565,2469
13566,6922
13567,6084
13568,9354
13569,11549
13570,7170
13571,2555
13572,9769
13573,5967
13574,14809
13575,2608
13576,7236
13577,14485
13578,1043
13579,16849
13580,400
13581,6304
13582,4651
13583,9210
13584,13033
13585,13961
13586,13753
13587,17906
13588,16016
13589,15035
13590,10677
13591,7735
13592,13460
13593,11695
13594,7588
13595,5033
13596,17148
13597,17898
13598,2495
13599,13770
13600,17378
13601,1113
13602,15519
13603,10664
13604,8684
13605,12989
13606,220
13607,8313
13608,19954
13609,15570
13610,9177
13611,1035
13612,12923
13613,13958
13614,10140
13615,14337
13616,1325
13617,1148
13618,6495
13619,8507
13620,18155
13621,7399
13622,3468
13623,19288
13624,2706
13625,8250
13626,3835
13627,13795
13628,3210
13629,12478
13630,13587
13631,287
13632,10811
13633,14190
13634,3713
13635,16843
13636,18240
13637,9095
13638,7594
13639,11976
13640,14566
13641,7806
13642,13078
13643,9675
13644,19403
13645,16258
13646,6758
13647,16243
13648,3554
13649,12126
13650,13458
13651,10183
13652,6569
13653,14119
13654,13710
13655,14011
13656,9853
13657,10424
13658,11975
13659,19867
13660,15284
13661,2070
13662,2454
13663,14889
13664,3761
13665,1822
13666,11335
13667,8368
13668,9866
13669,10730
13670,15023
13671,4708
13672,18202
13673,15289
13674,9060
13675,7989
13676,8171
13677,15439
13678,19391
13679,17033
13680,2807
13681,3153
13682,17780
13683,12740
13684,15917
13685,16155
13686,5927
13687,2496
13688,16885
13689,2448
13690,4463
13691,14357
13692,17242
13693,4752
13694,19764
13695,12418
13696,7809
13697,10421
13698,11709
13699,3589
13700,5435
13701,15692
13702,11902
13703,1202
13704,282
13705,4236
13706,6122
13707,2219
13708,2481
13709,17850
13710,13846
13711,16551
13712,5698
13713,14155
13714,955
13715,7578
13716,15716
13717,3649
13718,1346
13719,8994
13720,7404
13721,17616
13722,6164
13723,11239
13724,16164
13725,6277
13726,1039
13727,13774
13728,6742
13729,13638
13730,18460
13731,8688
13732,2529
13733,3173
13734,11297
13735,13036
13736,1658
13737,10138
13738,3971
13739,1769
13740,15615
13741,11106
13742,12349
13743,12941
13744,2847
13745,5183
13746,16329
13747,9830
13748,8379
13749,6762
13750,17464
13751,11072
13752,9387
13753,625
13754,17428
13755,11332
13756,17812
13757,11060
13758,14791
13759,873
13760,14464
13761,2999
13762,3503
13763,14814
13764,13154
13765,876
13766,14150
13767,3024
13768,9535
13769,13682
13770,3854
13771,13071
13772,14679
13773,2722
13774,17915
13775,6596
13776,4508
13777,17731
13778,5074
13779,7149
13780,19116
13781,1444
13782,5943
13783,12002
13784,3932
13785,12339
13786,2144
13787,2350
13788,2820
13789,7026
13790,1908
13791,16317
13792,12459
13793,6507
13794,6181
13795,12242
13796,10289
13797,966
13798,4137
13799,11770
13800,15959
13801,10384
13802,3429
13803,3076
13804,11572
13805,9473
13806,17522
13807,6141
13808,4372
13809,16786
13810,19140
13811,12509
13812,5462
13813,6361
13814,15135
13815,17709
13816,15946
13817,4802
13818,6347
13819,15389
13820,12476
13821,8490
13822,1726
13823,6427
13824,13316
13825,7746
13826,19567
13827,16391
13828,903
13829,10297
13830,3398
13831,13415
13832,4317
13833,12786
13834,14324
13835,18996
13836,810
13837,7941
13838,18632
13839,1848
13840,15447
13841,5712
13842,4568
13843,19073
13844,5497
13845,16365
13846,1132
13847,16766
13848,8480
13849,18365
13850,11593
13851,786
13852,13777
13853,10278
13854,3769
13855,7449
13856,661
13857,17865
13858,14283
13859,15530
13860,16026
13861,18172
13862,19154
13863,15610
13864,9919
13865,16504
13866,9603
13867,10901
13868,17248
13869,15861
13870,5740
13871,13270
13872,1990
13873,8713
13874,18793
13875,15322
13876,268
13877,14318
13878,907
13879,3091
13880,2098
13881,6401
13882,16984
13883,2037
13884,10764
13885,6186
13886,19104
13887,4957
13888,8184
13889,12033
13890,5211
13891,18048
13892,13338
13893,12176
13894,16389
13895,2269
13896,9371
13897,19730
13898,19722
13899,7546
13900,5101
13901,18248
13902,1851
13903,7261
13904,5255
13905,6273
13906,3310
13907,2965
13908,19512
13909,2299
13910,5861
13911,13060
13912,15798
13913,9646
13914,736
13915,4134
13916,19788
13917,2738
13918,13053
13919,2730
13920,4124
13921,3030
13922,7924
13923,15071
13924,13065
13925,15367
13926,8544
13927,15090
13928,14792
13929,6169
13930,6017
13931,10979
13932,7725
13933,17774
13934,843
13935,16514
13936,17406
13937,13668
13938,14474
13939,19361
13940,12837
13941,793
13942,11711
13943,1264
13944,17117
13945,2544
13946,13550
13947,15781
13948,19924
13949,16058
13950,9796
13951,10346
13952,18535
13953,17441
13954,13787
13955,18977
13956,7459
13957,18613
13958,10402
13959,13785
13960,6644
13961,17643
13962,8178
13963,18382
13964,337
13965,4712
13966,12927
13967,17612
13968,13775
13969,1217
13970,412
13971,1773
13972,15316
13973,4329
13974,13054
13975,3145
13976,12368
13977,6206
13978,9249
13979,9689
13980,15258
13981,545
13982,15768
13983,6466
13984,856
13985,18467
13986,746
13987,6700
13988,8120
13989,6836
13990,7688
13991,17082
13992,15967
13993,12951
13994,14678
13995,295
13996,19184
13997,12681
13998,19605
13999,16516
14000,3645
14001,11862
14002,13140
14003,10025
14004,10972
14005,15441
14006,4225
14007,4946
14008,17261
14009,16132
14010,2453
14011,14401
14012,4275
14013,16231
14014,8689
14015,15143
14016,7758
14017,19379
14018,1510
14019,8149
14020,611
14021,7440
14022,7859
14023,12910
14024,2647
14025,589
14026,9072
14027,12850
14028,11884
14029,14796
14030,16870
14031,8328
14032,12988
14033,14828
14034,4764
14035,2957
14036,5301
14037,16916
14038,16879
14039,4566
14040,4502
14041,4394
14042,14895
14043,2970
14044,1151
14045,11199
14046,13274
14047,8649
14048,14956
14049,12472
14050,565
14051,7817
14052,1413
14053,5573
14054,14478
14055,13951
14056,7791
14057,18006
14058,11013
14059,17356
14060,13737
14061,4768
14062,10859
14063,4465
14064,12493
14065,6360
14066,12211
14067,3844
14068,17740
14069,13850
14070,15336
14071,1220
14072,18580
14073,12908
14074,5844
14075,30
14076,9649
14077,12642
14078,17743
14079,7810
14080,18540
14081,17030
14082,16286
14083,15379
14084,18523
14085,760
14086,14696
14087,15900
14088,14019
14089,12267
14090,1722
14091,3937
14092,5833
14093,4190
14094,614
14095,7818
14096,4842
14097,682
14098,5836
14099,11423
14100,6188
14101,4671
14102,18238
14103,11066
14104,1984
14105,17196
14106,4737
14107,16315
14108,2696
14109,12138
14110,2334
14111,19669
14112,11908
14113,10690
14114,11238
14115,11952
14116,18861
14117,5058
14118,14466
14119,12947
14120,17727
14121,16580
14122,10319
14123,2850
14124,14531
14125,5415
14126,8317
14127,10041
14128,19347
14129,5502
14130,1657
14131,18079
14132,6100
14133,5492
14134,7547
14135,15479
14136,8295
14137,10962
14138,5565
14139,19079
14140,2926
14141,2565
14142,5248
14143,5193
14144,1440
14145,14371
14146,8556
14147,17903
14148,18300
14149,2828
14150,427
14151,7763
14152,11817
14153,3963
14154,348
14155,816
14156,2485
14157,6857
14158,4258
14159,19941
14160,17658
14161,1940
14162,13296
14163,3851
14164,6990
14165,8398
14166,7053
14167,8794
14168,11224
14169,14568
14170,18551
14171,11509
14172,3977
14173,2435
14174,19477
14175,8367
14176,5322
14177,19478
14178,3543
14179,7949
14180,19951
14181,7081
14182,8314
14183,16322
14184,11513
14185,15219
14186,10070
14187,10692
14188,10207
14189,12018
14190,11713
14191,2583
14192,10030
14193,16579
14194,14385
14195,19029
14196,5127
14197,8310
14198,19228
14199,3911
14200,9896
14201,7140
14202,2744
14203,5701
14204,1992
14205,12916
14206,13103
14207,14771
14208,1782
14209,8122
14210,12497
14211,5159
14212,3604
14213,17362
14214,17738
14215,17296
14216,8576
14217,6346
14218,17238
14219,3323
14220,15669
14221,8531
14222,18899
14223,14736
14224,9784
14225,11264
14226,16509
14227,6421
14228,14147
14229,16245
14230,18817
14231,15913
14232,5960
14233,11619
14234,18512
14235,5920
14236,617
14237,17987
14238,19597
14239,9636
14240,11994
14241,17665
14242,3419
14243,3556
14244,1304
14245,10010
14246,6229
14247,7369
14248,4556
14249,12771
14250,12433
14251,14468
14252,16299
14253,16520
14254,16927
14255,15400
14256,1609
14257,5029
14258,18125
14259,17387
14260,18975
14261,18984
14262,7975
14263,6437
14264,153
14265,19217
14266,19130
14267,8223
14268,717
14269,14520
14270,9173
14271,11029
14272,12001
14273,17723
14274,11971
14275,13675
14276,7177
14277,5432
14278,17267
14279,10955
14280,12567
14281,4121
14282,4858
14283,1897
14284,11206
14285,16444
14286,18545
14287,16140
14288,14104
14289,12215
14290,1475
14291,11582
14292,14422
14293,12272
14294,18289
14295,9918
14296,6219
14297,15609
14298,11031
14299,7181
14300,9631
14301,17622
14302,5745
14303,14223
14304,2982
14305,12856
14306,159
14307,11807
14308,19488
14309,2671
14310,12477
14311,17570
14312,12150
14313,9291
14314,12768
14315,11714
14316,12775
14317,3915
14318,19099
14319,16429
14320,14589
14321,3418
14322,3040
14323,18980
14324,12161
14325,13712
14326,8836
14327,9445
14328,2178
14329,84
14330,9225
14331,11154
14332,15736
14333,19672
14334,4324
14335,19239
14336,10208
14337,3128
14338,7974
14339,10852
14340,15285
14341,12009
14342,15261
14343,10733
14344,19726
14345,3047
14346,9562
14347,19997
14348,4428
14349,7263
14350,10227
14351,17886
14352,19977
14353,16911
14354,13264
14355,3628
14356,14715
14357,7613
14358,42
14359,13329
14360,1587
14361,13068
14362,3290
14363,7676
14364,14778
14365,11120
14366,17757
14367,15187
14368,14490
14369,6564
14370,1354
14371,12968
14372,8501
14373,13125
14374,7887
14375,16922
14376,17253
14377,3553
14378,15138
14379,5690
14380,12694
14381,11309
14382,7290
14383,3195
14384,6140
14385,9514
14386,707
14387,10729
14388,4689
14389,7640
14390,2716
14391,11020
14392,6425
14393,5355
14394,473
14395,5374
14396,7197
14397,8604
14398,19594
14399,7147
14400,1485
14401,9738
14402,603
14403,10440
14404,10589
14405,14358
14406,14036
14407,7315
14408,12443
14409,16705
14410,6035
14411,3410
14412,8627
14413,16915
14414,7627
14415,9915
14416,8494
14417,17736
14418,2168
14419,2150
14420,11115
14421,9587
14422,12633
14423,3266
14424,7783
14425,6841
14426,10456
14427,5094
14428,15569
14429,813
14430,17001
14431,13174
14432,12896
14433,7691
14434,5548
14435,6623
14436,9940
14437,3034
14438,8622
14439,5129
14440,16189
14441,3123
14442,5519
14443,15840
14444,6871
14445,6364
14446,18521
14447,2057
14448,18641
14449,19171
14450,13815
14451,10586
14452,10028
14453,110
14454,12573
14455,17031
14456,9834
14457,17065
14458,11790
14459,3596
14460,11130
14461,8029
14462,13786
14463,14934
14464,13573
14465,6076
14466,3006
14467,4328
14468,15590
14469,497
14470,8248
14471,7587
14472,11497
14473,12974
14474,17621
14475,8628
14476,6874
14477,3966
14478,19485
14479,4096
14480,2944
14481,17690
14482,15008
14483,7884
14484,19757
14485,16085
14486,18212
14487,14132
14488,9027
14489,1808
14490,9600
14491,8016
14492,5055
14493,1289
14494,3117
14495,2246
14496,12524
14497,2641
14498,4883
14499,1273
14500,15315
14501,6055
14502,18579
14503,16095
14504,4139
14505,7370
14506,4407
14507,18035
14508,13237
14509,7032
14510,12574
14511,11877
14512,16219
14513,1079
14514,9650
14515,9266
14516,18075
14517,2405
14518,17323
14519,2780
14520,6691
14521,17975
14522,11478
14523,18325
14524,13933
14525,12169
14526,18386
14527,19440
14528,13663
14529,5800
14530,5528
14531,14086
14532,8844
14533,11047
14534,12640
14535,15408
14536,19444
14537,10359
14538,11406
14539,12503
14540,10023
14541,3185
